device,dtype,dist,levy_alpha,dim,size,algo,iter,sample_id,batch_time_ms,batch_time_ms_std,sample_time_ms,sample_time_ms_std,orthogonality_error,polar_error
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Muon,1,0,114.8647065856494,19.92867364817173,14.358088323206175,2.4910842060214664,0.997111439704895,0.954795241355896
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Muon,1,1,114.8647065856494,19.92867364817173,14.358088323206175,2.4910842060214664,0.9971114993095398,0.9547927975654602
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Muon,1,2,114.8647065856494,19.92867364817173,14.358088323206175,2.4910842060214664,0.997111439704895,0.9547935128211975
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Muon,1,3,114.8647065856494,19.92867364817173,14.358088323206175,2.4910842060214664,0.997111439704895,0.9547922015190125
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Muon,1,4,114.8647065856494,19.92867364817173,14.358088323206175,2.4910842060214664,0.997111439704895,0.9547853469848633
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Muon,1,5,114.8647065856494,19.92867364817173,14.358088323206175,2.4910842060214664,0.9971114993095398,0.9547906517982483
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Muon,1,6,114.8647065856494,19.92867364817173,14.358088323206175,2.4910842060214664,0.997111439704895,0.9547907114028931
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Muon,1,7,114.8647065856494,19.92867364817173,14.358088323206175,2.4910842060214664,0.997111439704895,0.9547935128211975
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Muon,2,0,214.73893790971488,16.037863414686953,26.84236723871436,2.004732926835869,0.9668051600456238,0.8493629097938538
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Muon,2,1,214.73893790971488,16.037863414686953,26.84236723871436,2.004732926835869,0.9668050408363342,0.8493536114692688
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Muon,2,2,214.73893790971488,16.037863414686953,26.84236723871436,2.004732926835869,0.966805100440979,0.8493563532829285
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Muon,2,3,214.73893790971488,16.037863414686953,26.84236723871436,2.004732926835869,0.9668048620223999,0.8493509292602539
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Muon,2,4,214.73893790971488,16.037863414686953,26.84236723871436,2.004732926835869,0.9668042063713074,0.8493244647979736
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Muon,2,5,214.73893790971488,16.037863414686953,26.84236723871436,2.004732926835869,0.9668048024177551,0.8493456840515137
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Muon,2,6,214.73893790971488,16.037863414686953,26.84236723871436,2.004732926835869,0.9668048024177551,0.8493452072143555
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Muon,2,7,214.73893790971488,16.037863414686953,26.84236723871436,2.004732926835869,0.9668052196502686,0.8493563532829285
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Muon,3,0,324.4298670324497,19.290475146302185,40.55373337905621,2.411309393287773,0.7315090894699097,0.5781968832015991
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Muon,3,1,324.4298670324497,19.290475146302185,40.55373337905621,2.411309393287773,0.7314908504486084,0.5781568288803101
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Muon,3,2,324.4298670324497,19.290475146302185,40.55373337905621,2.411309393287773,0.7315013408660889,0.578169047832489
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Muon,3,3,324.4298670324497,19.290475146302185,40.55373337905621,2.411309393287773,0.7314856648445129,0.5781370401382446
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Muon,3,4,324.4298670324497,19.290475146302185,40.55373337905621,2.411309393287773,0.7314276099205017,0.5780193209648132
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Muon,3,5,324.4298670324497,19.290475146302185,40.55373337905621,2.411309393287773,0.731480598449707,0.5781254172325134
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Muon,3,6,324.4298670324497,19.290475146302185,40.55373337905621,2.411309393287773,0.7314666509628296,0.5781124234199524
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Muon,3,7,324.4298670324497,19.290475146302185,40.55373337905621,2.411309393287773,0.7315085530281067,0.57816481590271
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Muon,4,0,430.12908048694953,21.75924253283999,53.76613506086869,2.719905316604999,0.48293375968933105,0.3435339629650116
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Muon,4,1,430.12908048694953,21.75924253283999,53.76613506086869,2.719905316604999,0.4829404056072235,0.3435328006744385
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Muon,4,2,430.12908048694953,21.75924253283999,53.76613506086869,2.719905316604999,0.48284611105918884,0.34349873661994934
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Muon,4,3,430.12908048694953,21.75924253283999,53.76613506086869,2.719905316604999,0.4828726053237915,0.34344279766082764
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Muon,4,4,430.12908048694953,21.75924253283999,53.76613506086869,2.719905316604999,0.482626736164093,0.3431619703769684
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Muon,4,5,430.12908048694953,21.75924253283999,53.76613506086869,2.719905316604999,0.48284128308296204,0.3434026539325714
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Muon,4,6,430.12908048694953,21.75924253283999,53.76613506086869,2.719905316604999,0.4827888309955597,0.34337297081947327
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Muon,4,7,430.12908048694953,21.75924253283999,53.76613506086869,2.719905316604999,0.4828326404094696,0.3434002697467804
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Muon,5,0,540.8134844619781,17.893358691651898,67.60168555774726,2.236669836456487,0.3968735933303833,0.252665638923645
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Muon,5,1,540.8134844619781,17.893358691651898,67.60168555774726,2.236669836456487,0.39720162749290466,0.2526783049106598
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Muon,5,2,540.8134844619781,17.893358691651898,67.60168555774726,2.236669836456487,0.39706000685691833,0.2526122033596039
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Muon,5,3,540.8134844619781,17.893358691651898,67.60168555774726,2.236669836456487,0.3969091773033142,0.25253525376319885
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Muon,5,4,540.8134844619781,17.893358691651898,67.60168555774726,2.236669836456487,0.3968948721885681,0.25244757533073425
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Muon,5,5,540.8134844619781,17.893358691651898,67.60168555774726,2.236669836456487,0.3970067501068115,0.2524072825908661
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Muon,5,6,540.8134844619781,17.893358691651898,67.60168555774726,2.236669836456487,0.3968968689441681,0.2524906396865845
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Muon,5,7,540.8134844619781,17.893358691651898,67.60168555774726,2.236669836456487,0.39696526527404785,0.2525830566883087
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Dion,1,0,132.91129452409223,165.01824914880092,16.61391181551153,20.627281143600115,0.9980395436286926,0.9627048969268799
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Dion,1,1,132.91129452409223,165.01824914880092,16.61391181551153,20.627281143600115,0.9980395436286926,0.9627028703689575
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Dion,1,2,132.91129452409223,165.01824914880092,16.61391181551153,20.627281143600115,0.9980395436286926,0.9627034664154053
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Dion,1,3,132.91129452409223,165.01824914880092,16.61391181551153,20.627281143600115,0.9980395436286926,0.9627023935317993
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Dion,1,4,132.91129452409223,165.01824914880092,16.61391181551153,20.627281143600115,0.9980395436286926,0.9626967906951904
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Dion,1,5,132.91129452409223,165.01824914880092,16.61391181551153,20.627281143600115,0.9980395436286926,0.962701141834259
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Dion,1,6,132.91129452409223,165.01824914880092,16.61391181551153,20.627281143600115,0.9980395436286926,0.9627012014389038
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Dion,1,7,132.91129452409223,165.01824914880092,16.61391181551153,20.627281143600115,0.9980395436286926,0.9627034664154053
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Dion,2,0,184.0440075029619,163.91929242234056,23.005500937870238,20.48991155279257,0.9840293526649475,0.8947665691375732
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Dion,2,1,184.0440075029619,163.91929242234056,23.005500937870238,20.48991155279257,0.9840293526649475,0.8947604298591614
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Dion,2,2,184.0440075029619,163.91929242234056,23.005500937870238,20.48991155279257,0.9840293526649475,0.8947622776031494
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Dion,2,3,184.0440075029619,163.91929242234056,23.005500937870238,20.48991155279257,0.9840292930603027,0.8947588205337524
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Dion,2,4,184.0440075029619,163.91929242234056,23.005500937870238,20.48991155279257,0.9840291142463684,0.8947415351867676
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Dion,2,5,184.0440075029619,163.91929242234056,23.005500937870238,20.48991155279257,0.9840292930603027,0.8947551846504211
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Dion,2,6,184.0440075029619,163.91929242234056,23.005500937870238,20.48991155279257,0.9840292930603027,0.8947550654411316
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Dion,2,7,184.0440075029619,163.91929242234056,23.005500937870238,20.48991155279257,0.9840293526649475,0.8947622776031494
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Dion,3,0,221.14105499349535,142.31787753354973,27.642631874186918,17.789734691693717,0.8223075270652771,0.6572639346122742
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Dion,3,1,221.14105499349535,142.31787753354973,27.642631874186918,17.789734691693717,0.8223009705543518,0.6572355031967163
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Dion,3,2,221.14105499349535,142.31787753354973,27.642631874186918,17.789734691693717,0.8223044276237488,0.6572441458702087
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Dion,3,3,221.14105499349535,142.31787753354973,27.642631874186918,17.789734691693717,0.8222988247871399,0.657223641872406
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Dion,3,4,221.14105499349535,142.31787753354973,27.642631874186918,17.789734691693717,0.8222752809524536,0.6571407914161682
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Dion,3,5,221.14105499349535,142.31787753354973,27.642631874186918,17.789734691693717,0.8222957849502563,0.6572126150131226
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Dion,3,6,221.14105499349535,142.31787753354973,27.642631874186918,17.789734691693717,0.822292685508728,0.6572060585021973
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Dion,3,7,221.14105499349535,142.31787753354973,27.642631874186918,17.789734691693717,0.8223085403442383,0.6572427153587341
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Dion,4,0,336.6125544998795,276.8047050320584,42.076569312484935,34.6005881290073,0.4685536324977875,0.35240769386291504
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Dion,4,1,336.6125544998795,276.8047050320584,42.076569312484935,34.6005881290073,0.4685477018356323,0.3523901104927063
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Dion,4,2,336.6125544998795,276.8047050320584,42.076569312484935,34.6005881290073,0.4684939980506897,0.35236719250679016
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Dion,4,3,336.6125544998795,276.8047050320584,42.076569312484935,34.6005881290073,0.46846312284469604,0.3523006737232208
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Dion,4,4,336.6125544998795,276.8047050320584,42.076569312484935,34.6005881290073,0.4683004319667816,0.3520558476448059
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Dion,4,5,336.6125544998795,276.8047050320584,42.076569312484935,34.6005881290073,0.46844568848609924,0.35227295756340027
cuda:0 (NVIDIA L40S),float32,normal,,"(4096, 4096)",4096,Dion,4,6,336.6125544998795,276.8047050320584,42.076569312484935,34.6005881290073,0.4684615135192871,0.3522673547267914
